ID;County;Site_Name;Easting;Northing;New_Code;Sample_Date;pH;T;O(0);Eh;Alkalinity;N(-3);N(3);N(5);P;C(-4);Si;Cl;F;S(6);Na;K;Mg;Ca;Fe;Mn;B;Al;Cr;Ni;Cu;Zn;As;Cd;Sb;Ba;Pb;U;Hg;Co;Mo;Sr;Ag;Be
06192;Cork;Dripsey DR2Shallow;147950;81450;IE_SW_G_0004_0500_0032;08/12/10;7.0;9.10;nd;154;39;-0.026;-0.007;24.22;-0.015;3.5;5;17;-0.2;10;9.7;1.7;4.42;27.7;42;1;10;-5;-1;-1;1;1;-0.5;-0.1;-0.5;12;-0.5;0.3;-0.05;-0.5;-0.5;74;-0.5;-0.5
06193;Cork;Dripsey DR2Transition;147950;81450;IE_SW_G_0004_0500_0033;08/12/10;6.5;9.10;nd;156;35;-0.026;-0.007;34.14;-0.015;7.3;2;12;-0.2;5;6.0;3.8;4.42;24.9;-10;-1;11;-5;-1;-1;2;2;-0.5;-0.1;-0.5;8;-0.5;-0.1;-0.05;-0.5;-0.5;22;-0.5;-0.5
06194;Cork;Dripsey DR2Deep;147950;81450;IE_SW_G_0004_0500_0034;08/12/10;9.1;8.60;nd;146;35;-0.026;-0.007;19.00;-0.015;2.3;9;21;-0.2;19;20.7;34.4;1.42;7.6;-10;-1;-10;10;1;-1;1;3;156.0;-0.1;7.5;29;-0.5;5.0;-0.05;-0.5;3.3;57;-0.5;-0.5
06195;Cork;Dripsey DR3Shallow;147910;81550;IE_SW_G_0004_0500_0035;08/12/10;7.7;7.60;nd;162;30;-0.026;-0.007;0.89;-0.015;-1.5;7;14;-0.2;17;8.7;1.1;3.90;15.3;-10;2930;11;-5;-1;2;1;3;-0.5;-0.1;-0.5;4;-0.5;-0.1;-0.05;1.7;-0.5;50;-0.5;-0.5
06196;Cork;Dripsey DR3Transition;147910;81550;IE_SW_G_0004_0500_0036;08/12/10;5.9;8.60;nd;106;34;-0.026;-0.007;0.93;-0.015;3.8;6;12;-0.2;14;8.2;0.6;4.08;18.5;17;1290;13;-5;-1;2;-1;3;-0.5;0.3;0.6;28;-0.5;0.1;-0.05;2.2;-0.5;48;-0.5;-0.5
06197;Cork;Dripsey DR3Deep;147910;81550;IE_SW_G_0004_0500_0037;08/12/10;6.7;9.60;nd;146;90;-0.026;0.007;3.58;0.016;2.5;14;14;-0.2;6;13.7;0.7;7.21;45.5;-10;208;-10;-5;-1;-1;-1;1;0.6;-0.1;-0.5;4;-0.5;2.0;-0.05;-0.5;-0.5;85;-0.5;-0.5
06198;Cork;Dripsey DR3Subsoil;147910;81550;IE_SW_G_0004_0500_0038;08/12/10;6.3;6.10;nd;104;134;7.435;-0.007;-0.36;-0.015;15.5;6;18;-0.2;13;11.4;14.2;6.08;33.5;65700;10000;11;20;1;-1;1;5;36.6;-0.1;-0.5;176;-0.5;0.1;-0.05;19.3;-0.5;74;-0.5;-0.5
06199;Cork;Dripsey SW1;nd;nd;IE_SW_G_0004_0500_0040;08/12/10;7.3;3.10;nd;143;29;0.028;0.020;22.38;-0.015;2.2;6;18;-0.2;12;9.6;2.1;6.12;18.2;37;57;11;-5;-1;-1;-1;3;0.7;-0.1;-0.5;8;-0.5;-0.1;-0.05;-0.5;-0.5;48;-0.5;-0.5
06200;Wicklow;Kerry Foods - Shillelagh;299504;167627;IE_SE_G_0011_3400_0007;09/12/10;7.1;12.20;nd;123;43;-0.026;-0.007;15.94;0.050;1.8;9;30;-0.2;22;21.7;2.5;5.25;27.4;30;9;29;-5;-1;3;4;2;1.0;-0.1;-0.5;11;-0.5;-0.1;-0.05;2.7;-0.5;107;-0.5;-0.5
06201;Wexford;Gorey WS (Barnadown BH);313765;155776;IE_SE_G_0071_3300_0006;09/12/10;7.3;11.10;nd;81;64;-0.026;-0.007;24.45;-0.015;-1.5;15;25;-0.2;17;17.3;1.5;9.91;39.9;-10;-1;14;-5;-1;-1;-1;6;0.7;-0.1;-0.5;7;-0.5;0.1;-0.05;-0.5;-0.5;116;-0.5;-0.5
06202;Kilkenny;Nuenna NU1Deep;235326;163831;IE_SE_G_0156_1500_0020;09/12/10;7.1;8.20;nd;176;227;0.042;-0.007;25.55;-0.015;3.3;5;18;-0.2;9;11.6;6.9;10.20;122.0;16;1;37;-5;-1;42;7;36;-0.5;0.1;0.6;27;-0.5;0.8;-0.05;-0.5;-0.5;139;-0.5;-0.5
06203;Kilkenny;Nuenna NU1Transition;235326;163831;IE_SE_G_0156_1500_0021;09/12/10;6.9;9.90;nd;173;268;-0.026;-0.007;16.96;-0.015;4.3;20;17;0.2;62;26.5;3.3;15.10;139.0;-10;1;76;-5;2;-1;-1;3;-0.5;-0.1;0.7;77;-0.5;2.5;0.05;-0.5;0.6;432;-0.5;-0.5
06204;Kilkenny;Nuenna NU2Subsoil;236251;163734;IE_SE_G_0156_1500_0022;09/12/10;11.2;8.80;nd;90;29;0.051;0.276;22.57;-0.015;1.6;3;13;-0.2;11;10.8;5.9;1.90;21.3;-10;-1;13;-5;15;-1;1;2;-0.5;-0.1;0.9;28;-0.5;-0.1;-0.05;-0.5;1.3;186;-0.5;-0.5
06205;Kilkenny;Nuenna NU2Deep;236254;163729;IE_SE_G_0156_1500_0023;09/12/10;7.2;9.80;nd;170;232;0.049;-0.007;16.92;-0.015;-1.5;5;13;-0.2;8;6.7;1.3;13.90;123.0;-10;-1;12;-5;-1;4;3;11;-0.5;0.1;-0.5;15;-0.5;2.5;-0.05;-0.5;-0.5;141;-0.5;-0.5
06206;Kilkenny;Nuenna NU2Shallow;236252;163732;IE_SE_G_0156_1500_0024;09/12/10;10.0;9.00;nd;144;24;0.257;1.699;-0.36;-0.015;1.7;16;18;-0.2;32;18.7;18.0;2.27;7.0;-10;-1;16;-5;1;-1;1;2;1.9;-0.1;1.3;11;-0.5;0.1;-0.05;-0.5;2.9;156;-0.5;-0.5
06207;Kilkenny;Nuenna SW1;236254;163729;IE_SE_G_0156_1500_0025;09/12/10;7.5;9.30;nd;172;227;0.030;0.007;23.74;-0.015;2.1;5;12;-0.2;8;6.6;2.6;13.90;120.0;-10;1;23;-5;-1;-1;-1;4;-0.5;-0.1;-0.5;27;-0.5;0.6;-0.05;-0.5;-0.5;123;-0.5;-0.5
06208;Carlow;Leighlinbridge WS (BH 1);268393;165241;IE_SE_G_0157_0100_0005;09/12/10;7.6;13.30;nd;80;135;-0.026;-0.007;10.19;-0.015;-1.5;7;30;0.2;18;16.1;1.0;16.60;77.1;-10;1;16;-5;-1;-1;1;10;-0.5;-0.1;-0.5;2;-0.5;2.4;-0.05;-0.5;-0.5;205;-0.5;-0.5
06209;Carlow;Baganelstown PWS (BHC);270993;162409;IE_SE_G_0160_0100_0001;09/12/10;7.5;9.60;nd;92;200;-0.026;-0.007;31.97;-0.015;1.6;8;20;-0.2;22;11.0;2.7;15.40;115.0;-10;-1;28;-5;1;-1;-1;3;-0.5;-0.1;-0.5;11;-0.5;4.9;-0.05;-0.5;-0.5;149;-0.5;-0.5
06210;Kilkenny;Paulstown;266048;157294;IE_SE_G_0165_1500_0014;09/12/10;10.4;10.40;nd;65;200;0.027;-0.007;19.75;0.015;2.0;6;20;-0.2;16;11.1;3.0;9.34;120.0;-10;1;33;-5;-1;-1;-1;3;-0.5;-0.1;-0.5;14;-0.5;1.1;-0.05;-0.5;-0.5;131;0.6;-0.5
06211;Clare;Whitegate;172851;188125;03_005;13/12/10;6.7;11.00;nd;217;109;-0.026;-0.007;3.19;-0.015;-1.5;9;19;-0.2;5;11.5;1.8;6.81;62.6;-10;3;11;-5;-1;-1;7;45;-0.5;0.5;-0.5;83;1.3;0.7;-0.05;-0.5;-0.5;118;-0.5;-0.5
06212;Limerick;Cappamore BH;178881;153254;13_005;13/12/10;7.5;11.70;nd;183;170;-0.026;-0.007;5.45;-0.015;-1.5;8;16;-0.2;7;11.4;4.8;24.60;69.0;-10;2;27;-5;-1;-1;1;5;-0.5;-0.1;-0.5;632;-0.5;2.9;-0.05;-0.5;-0.5;406;-0.5;-0.5
06213;Louth;Collon;300241;281688;IE_EA_G_0010_2100_0004;13/12/10;7.3;10.30;nd;459;110;-0.026;-0.007;16.43;-0.015;1.6;12;22;-0.2;22;15.3;7.7;14.50;61.7;-10;-1;29;-5;-1;-1;4;13;-0.5;-0.1;-0.5;208;-0.5;0.3;-0.05;-0.5;-0.5;227;-0.5;-0.5
06214;Louth;Sheepgrange;301905;275487;IE_EA_G_0010_2100_0008;13/12/10;7.6;11.00;nd;72;133;-0.026;0.010;42.46;0.021;-1.5;10;26;0.2;19;14.8;1.0;14.10;83.7;-10;7;16;-5;-1;5;-1;87;0.7;-0.1;1.3;27;-0.5;1.5;-0.05;-0.5;-0.5;173;-0.5;-0.5
06215;Louth;Tullyallen;302515;277876;IE_EA_G_0010_2100_0009;13/12/10;10.3;10.30;nd;98;110;-0.026;-0.007;24.31;-0.015;2.1;10;32;0.2;22;18.1;3.9;17.80;61.9;-10;-1;27;-5;-1;-1;6;69;-0.5;-0.1;-0.5;35;1.8;0.6;-0.05;-0.5;-0.5;172;-0.5;-0.5
06216;Dublin;Bog of the Ring  PW3;317422;260374;IE_EA_G_0014_0900_0008;13/12/10;7.4;12.60;nd;-67;192;0.124;-0.007;-0.36;0.022;-1.5;9;27;0.3;169;28.9;3.9;28.10;150.0;787;471;67;-5;-1;5;-1;23;6.9;-0.1;-0.5;38;-0.5;3.2;-0.05;1.3;3.5;886;-0.5;-0.5
06217;Limerick;Caherconlish;168409;150500;IE_SH_G_0036_3600_0004;13/12/10;7.2;11.90;nd;456;200;-0.026;-0.007;13.64;0.020;-1.5;9;33;-0.2;15;21.3;2.3;18.80;120.0;-10;-1;22;-5;-1;-1;7;7;-0.5;-0.1;-0.5;88;-0.5;0.6;-0.05;-0.5;-0.5;240;-0.5;-0.5
06218;Limerick;Murroe;172612;156375;IE_SH_G_0213_3600_0019;13/12/10;7.1;10.80;nd;188;176;-0.026;-0.007;13.02;-0.015;-1.5;6;15;-0.2;8;11.3;1.5;7.15;110.0;-10;-1;19;-5;-1;2;2;10;-0.5;-0.1;-0.5;511;-0.5;0.3;-0.05;-0.5;-0.5;146;-0.5;-0.5
06219;Clare;Scarriff;166294;188521;IE_SH_G_0236_0300_0003;13/12/10;6.9;7.80;nd;233;160;-0.026;-0.007;4.56;-0.015;-1.5;8;14;-0.2;5;11.7;1.7;13.20;79.9;-10;-1;13;-5;-1;-1;-1;3;-0.5;-0.1;-0.5;45;-0.5;0.5;-0.05;-0.5;-0.5;195;-0.5;-0.5
06220;Meath;Ryewater RW1Deep;296050;239540;IE_EA_G_0008_1400_0021;14/12/10;7.7;9.50;nd;108;179;-0.026;-0.007;-0.36;-0.015;-1.5;15;15;0.6;26;24.3;4.2;20.80;79.9;-10;6;192;-5;-1;-1;-1;25;0.6;-0.1;0.6;67;-0.5;-0.1;-0.05;-0.5;-0.5;3570;-0.5;-0.5
06221;Meath;Ryewater RW1Shallow;296050;239540;IE_EA_G_0008_1400_0022;14/12/10;7.3;9.60;nd;-74;236;0.137;-0.007;-0.36;-0.015;-1.5;17;46;0.5;52;14.3;3.3;20.60;118.0;538;120;46;-5;-1;1;-1;4;8.0;-0.1;-0.5;147;-0.5;0.7;-0.05;-0.5;1.3;908;0.9;-0.5
06222;Meath;Ryewater RW1Transition;296050;239540;IE_EA_G_0008_1400_0023;14/12/10;7.1;9.10;nd;69;236;-0.026;-0.007;17.94;-0.015;-1.5;8;73;0.2;124;38.4;5.5;11.20;211.0;-10;2;67;-5;-1;2;2;12;-0.5;0.1;-0.5;40;-0.5;1.6;-0.05;-0.5;-0.5;606;-0.5;-0.5
06223;Meath;Ryewater RW2Deep;294960;239030;IE_EA_G_0008_2300_0024;14/12/10;7.8;9.50;nd;-164;144;0.109;-0.007;-0.36;-0.015;-1.5;9;26;1.1;44;43.8;4.9;16.90;59.9;343;19;150;-5;-1;-1;-1;1;22.3;-0.1;-0.5;48;-0.5;1.0;-0.05;-0.5;1.2;1280;-0.5;-0.5
06224;Meath;Ryewater RW2Shallow;294960;239030;IE_EA_G_0008_2300_0025;14/12/10;7.3;8.70;nd;-59;185;0.035;-0.007;-0.36;-0.015;-1.5;10;17;0.3;25;14.1;1.1;15.90;100.0;335;59;34;-5;-1;1;-1;3;5.0;-0.1;1.0;41;-0.5;0.7;-0.05;-0.5;2.2;464;-0.5;-0.5
06225;Meath;Ryewater RW2Transition;294960;239030;IE_EA_G_0008_2300_0026;14/12/10;7.4;6.20;nd;12;151;-0.026;-0.007;1.20;-0.015;2.6;4;42;-0.2;18;26.6;0.6;5.87;86.5;44;43;26;-5;-1;-1;-1;3;-0.5;-0.1;-0.5;46;-0.5;0.8;-0.05;-0.5;0.6;262;-0.5;-0.5
06226;Meath;Ryewater RW3Deep;294880;238670;IE_EA_G_0008_2300_0027;14/12/10;8.0;9.20;nd;-266;163;0.145;-0.007;-0.36;-0.015;-1.5;9;24;1.7;40;71.3;2.7;23.50;31.7;12;6;282;-5;-1;-1;-1;1;-0.5;-0.1;-0.5;86;-0.5;-0.1;-0.05;-0.5;-0.5;3180;-0.5;-0.5
06227;Meath;Ryewater RW3Transition;294880;238670;IE_EA_G_0008_2300_0029;14/12/10;7.5;8.70;nd;43;195;0.166;0.023;0.54;-0.015;-1.5;10;22;0.4;42;19.1;1.9;18.00;96.9;15;338;55;-5;-1;2;-1;703;-0.5;-0.1;-0.5;82;-0.5;0.7;-0.05;-0.5;4.9;978;-0.5;-0.5
06228;Meath;Ryewater RW3Subsoil;294880;238670;IE_EA_G_0008_2300_0030;14/12/10;7.1;9.60;nd;27;237;-0.026;-0.007;2.44;-0.015;-1.5;9;27;0.2;35;20.2;0.6;7.15;152.0;58;451;31;-5;-1;-1;-1;2;-0.5;-0.1;-0.5;152;-0.5;1.9;-0.05;-0.5;-0.5;423;-0.5;-0.5
06229;Meath;Ryewater SW1;nd;nd;IE_EA_G_0008_2300_0031;14/12/10;8.3;4.30;nd;-90;187;0.040;0.030;4.08;0.043;4.1;6;21;-0.2;23;11.9;2.5;6.18;137.0;20;62;27;5;-1;4;2;43;0.6;-0.1;-0.5;23;-0.5;1.9;-0.05;-0.5;0.7;441;-0.5;-0.5
06230;Meath;Mattock MK1Deep;301590;280320;IE_EA_G_0010_2300_0012;15/12/10;9.6;9.60;nd;-14;128;-0.026;-0.007;-0.36;-0.015;-1.5;14;15;0.2;9;13.0;1.4;17.00;45.9;-10;39;11;-5;-1;2;-1;4;75.6;-0.1;3.3;13;-0.5;0.7;-0.05;-0.5;2.0;103;-0.5;-0.5
06231;Meath;Mattock MK1Shallow;301590;280320;IE_EA_G_0010_2300_0013;15/12/10;7.5;9.50;nd;-46;112;-0.026;-0.007;-0.36;-0.015;2.4;12;27;0.3;11;15.2;7.4;13.20;51.8;-10;437;12;-5;-1;5;-1;2;9.9;-0.1;7.2;14;-0.5;0.5;-0.05;-0.5;1.5;97;-0.5;-0.5
06232;Meath;Mattock MK1Subsoil;301590;280320;IE_EA_G_0010_2300_0014;15/12/10;7.0;7.10;nd;12;107;-0.026;-0.007;13.68;0.018;1.8;5;15;-0.2;20;13.1;8.2;4.68;51.7;-10;2;14;-5;-1;1;1;6;0.5;-0.1;-0.5;100;-0.5;0.1;-0.05;-0.5;-0.5;104;-0.5;-0.5
06233;Meath;Mattock MK2Deep;301810;280410;IE_EA_G_0010_2300_0015;15/12/10;7.9;9.50;nd;6;109;-0.026;-0.007;20.68;-0.015;-1.5;10;14;-0.2;6;13.8;2.7;18.90;42.7;-10;1;13;-5;-1;-1;2;3;-0.5;-0.1;0.5;18;-0.5;0.7;-0.05;-0.5;0.6;129;0.6;-0.5
06234;Meath;Mattock MK3Deep;302030;280550;IE_EA_G_0010_2300_0017;15/12/10;12.3;10.40;nd;-130;95;0.051;1.078;-0.36;-0.015;-1.5;2;16;-0.2;12;26.4;31.7;0.50;27.7;-10;-1;10;-5;2;-1;-1;1;-0.5;-0.1;-0.5;45;-0.5;-0.1;-0.05;-0.5;2.1;218;-0.5;-0.5
06235;Meath;Mattock MK3Shallow;302030;280550;IE_EA_G_0010_2300_0018;15/12/10;12.2;9.60;nd;-102;70;0.074;0.016;-0.36;-0.015;-1.5;1;76;-0.2;9;20.2;12.6;0.79;61.9;-10;-1;-10;-5;1;1;2;7;-0.5;-0.1;-0.5;110;-0.5;-0.1;-0.05;-0.5;1.2;581;-0.5;-0.5
06236;Meath;Mattock MK3Subsoil2;302030;280550;IE_EA_G_0010_2300_0020;15/12/10;10.2;10.20;nd;-4;149;-0.026;0.036;0.53;0.019;-1.5;10;17;-0.2;17;11.0;0.8;11.60;86.4;-10;986;12;-5;-1;-1;-1;1;0.6;-0.1;-0.5;396;-0.5;1.0;-0.05;-0.5;-0.5;202;-0.5;-0.5
06237;Meath;Mattock SW1;nd;nd;IE_EA_G_0010_2300_0021;15/12/10;8.8;5.10;nd;-1;61;0.048;0.039;16.20;0.038;4.8;7;24;-0.2;12;12.4;2.9;7.31;34.1;32;21;12;6;-1;1;1;3;-0.5;-0.1;-0.5;95;-0.5;0.1;-0.05;-0.5;-0.5;88;-0.5;-0.5
06238;Louth;Drybridge;306122;276033;IE_EA_G_0025_2100_0005;15/12/10;7.5;9.90;nd;-28;137;-0.026;-0.007;20.33;0.052;3.1;8;53;-0.2;17;23.3;4.3;8.48;94.4;-10;-1;20;-5;1;1;2;4;0.5;-0.1;-0.5;50;-0.5;0.5;-0.05;-0.5;-0.5;167;-0.5;-0.5
06239;Wexford;Kilmuckridge WS (Ballygarran);314985;141840;IE_SE_G_0025_3300_0007;16/12/10;7.7;10.90;nd;110;138;-0.026;-0.007;7.17;0.152;-1.5;11;35;0.2;24;21.1;1.6;13.60;78.6;-10;-1;22;-5;-1;-1;-1;3;-0.5;-0.1;-0.5;24;-0.5;2.5;-0.05;-0.5;-0.5;269;-0.5;-0.5
06240;Tipperary South;Coolmore (Stud BH);222794;140167;IE_SE_G_0040_3700_0001;22/02/11;7.0;7.40;7.00;237;182;-0.026;-0.007;10.72;-0.015;-1.5;7;14;-0.2;11;8.2;2.1;16.20;116.0;570;4;16;26;1;6;14;31;-0.5;-0.1;-0.5;62;0.6;0.6;-0.05;-0.5;-0.5;124;-0.5;-0.5
06241;Tipperary South;Fethard RWS (Laffansbridge);219100;146620;IE_SE_G_0040_3700_0004;22/02/11;7.2;7.60;11.00;256;222;-0.026;-0.007;30.03;-0.015;1.5;5;18;0.3;131;10.9;2.1;10.60;154.0;-10;-1;26;-5;-1;12;-1;13;0.6;-0.1;0.6;26;-0.5;9.0;-0.05;-0.5;17.0;446;nd;-0.5
06242;Tipperary South;Fethard RWS (Mullinbawn);222464;134420;IE_SE_G_0040_3700_0005;22/02/11;7.0;11.50;6.00;216;112;-0.026;-0.007;11.60;-0.015;-1.5;7;15;-0.2;9;9.0;2.1;17.80;126.0;71;2;16;12;-1;2;506;579;-0.5;0.3;0.9;47;84.1;1.3;-0.05;-0.5;-0.5;148;nd;-0.5
06243;Tipperary South;Fethard RWS (Coalbrook BH);227291;151163;IE_SE_G_0126_3700_0003;22/02/11;6.6;10.60;12.00;145;112;0.062;0.010;0.47;-0.015;-1.5;12;14;-0.2;20;11.3;5.2;18.90;57.8;82;751;24;-5;-1;13;2;48;-0.5;-0.1;-0.5;56;-0.5;0.3;-0.05;0.9;-0.5;195;nd;-0.5
06244;Mayo;Glencastle GC1Shallow;76190;327250;IE_WE_G_0057_2200_0021;22/02/11;5.8;10.20;7.00;133;24;-0.026;-0.007;1.11;0.035;2.5;15;42;-0.2;44;36.3;4.7;10.70;15.5;-10;8;17;8;-1;6;1;10;-0.5;1.6;-0.5;25;-0.5;-0.1;-0.05;-0.5;-0.5;59;nd;-0.5
06245;Mayo;Glencastle GC1Deep;76190;327250;IE_WE_G_0057_2200_0023;22/02/11;6.4;10.40;0.00;69;62;-0.026;0.016;0.55;-0.015;3.4;17;53;-0.2;64;45.0;6.0;13.90;50.8;68;18;16;-5;-1;3;-1;7;-0.5;-0.1;-0.5;34;-0.5;0.3;-0.05;-0.5;1.7;133;nd;-0.5
06246;Mayo;Glencastle GC2Shallow;76230;327570;IE_WE_G_0057_2200_0024;22/02/11;7.4;9.90;3.00;80;135;-0.026;-0.007;0.62;-0.015;3.1;19;54;0.2;16;31.1;8.0;13.70;89.6;-10;4;13;7;-1;2;8;23;-0.5;0.2;-0.5;215;-0.5;5.6;-0.05;0.5;2.3;257;nd;-0.5
06247;Mayo;Glencastle GC2Transition;76230;327570;IE_WE_G_0057_2200_0025;22/02/11;7.3;9.40;2.00;72;139;-0.026;-0.007;-0.36;-0.015;2.7;16;55;-0.2;17;32.1;5.6;11.70;94.1;-10;3;12;-5;-1;-1;1;5;-0.5;-0.1;-0.5;73;-0.5;1.5;-0.05;-0.5;0.8;152;nd;-0.5
06248;Mayo;Glencastle GC2Deep;76230;327570;IE_WE_G_0057_2200_0026;22/02/11;8.3;9.90;7.00;79;73;-0.026;0.007;-0.36;-0.015;-1.5;12;53;0.8;30;48.1;7.8;18.10;28.4;-10;-1;24;-5;-1;-1;1;9;2.7;-0.1;4.2;81;3.0;6.1;-0.05;-0.5;11.1;1670;nd;-0.5
06249;Mayo;Drum Binghamstown;67354;331737;IE_WE_G_0065_2200_0010;22/02/11;6.6;10.20;3.00;159;120;0.203;0.023;3.69;0.043;5.9;4;57;-0.2;12;39.9;3.5;9.39;112.0;35;14;26;-5;-1;-1;-1;1;0.7;-0.1;-0.5;9;-0.5;0.3;-0.05;-0.5;-0.5;749;nd;-0.5
06250;Offaly;Rhode RWSS AToberdaly WS;251735;231669;IE_SE_G_0049_2500_0012;23/02/11;7.3;12.50;5.00;179;329;-0.026;-0.007;15.06;0.016;-1.5;11;15;0.2;16;9.6;1.7;20.00;117.0;-10;-1;16;-5;-1;-1;1;19;-0.5;-0.1;-0.5;60;-0.5;0.7;-0.05;-0.5;-0.5;237;nd;-0.5
06251;Westmeath;Multifarnham;241755;262731;IE_SH_G_0077_3200_0001;23/02/11;7.1;10.40;5.00;110;349;-0.026;-0.007;14.48;0.023;-1.5;8;14;0.3;9;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
06252;Offaly;Rahan Tully;227435;226608;IE_SH_G_0232_2500_0011;23/02/11;7.0;10.40;8.00;193;198;-0.026;-0.007;24.62;-0.015;-1.5;6;19;0.2;11;10.2;1.5;13.90;162.0;-10;-1;25;-5;-1;-1;2;9;-0.5;-0.1;-0.5;30;-0.5;0.6;-0.05;-0.5;-0.5;264;nd;-0.5
06253;Offaly;Sillogue Well;231697;229502;IE_SH_G_0232_2500_0014;23/02/11;7.3;10.40;9.00;171;234;-0.026;-0.007;19.49;-0.015;3.7;8;20;-0.2;17;11.3;2.8;15.80;167.0;11;-1;37;-5;-1;-1;1;44;-0.5;-0.1;-0.5;114;-0.5;1.1;-0.05;-0.5;-0.5;224;nd;-0.5
06254;Cork;Carraignabhfear PWS;167289;82105;IE_SW_G_0004_0500_0005;23/02/11;6.0;11.00;8.00;193;41;-0.026;-0.007;30.20;0.027;-1.5;11;18;-0.2;15;13.7;1.1;9.38;32.1;-10;-1;12;-5;-1;1;9;14;3.8;-0.1;-0.5;14;0.6;0.1;-0.05;-0.5;-0.5;74;nd;-0.5
06255;Cork;Watergrasshill PWS;178447;83981;IE_SW_G_0004_0500_0028;23/02/11;5.9;7.70;8.00;178;12;-0.026;-0.007;6.78;-0.015;2.1;6;15;-0.2;5;10.4;0.5;2.00;7.4;-10;-1;-10;6;-1;-1;1;4;-0.5;-0.1;-0.5;5;-0.5;-0.1;-0.05;-0.5;-0.5;16;nd;-0.5
06256;Cork;Cloyne PWS;191880;67175;IE_SW_G_0028_0500_0009;23/02/11;7.2;11.30;5.00;178;155;-0.026;-0.007;24.98;-0.015;-1.5;8;35;-0.2;19;20.0;2.1;8.90;124.0;-10;5;20;-5;-1;-1;4;21;-0.5;-0.1;-0.5;2;3.3;0.6;-0.05;-0.5;-0.5;137;nd;-0.5
06257;Cork;Whitegate PWS (Dower Spring);197985;72941;IE_SW_G_0058_0500_0026;23/02/11;7.3;10.70;7.00;182;115;-0.026;-0.007;28.34;-0.015;4.5;7;28;-0.2;13;17.8;2.9;8.88;88.4;-10;2;26;-5;-1;-1;1;6;-0.5;-0.1;-0.5;6;-0.5;0.4;-0.05;-0.5;-0.5;107;nd;-0.5
06258;Mayo;Glencastle GC3Shallow;76420;327850;IE_WE_G_0057_2200_0027;23/02/11;7.0;10.80;0.00;65;143;-0.026;-0.007;-0.36;-0.015;8.1;11;57;-0.2;23;43.9;3.4;45.40;69.3;-10;695;28;-5;-1;-1;-1;1;-0.5;-0.1;-0.5;30;-0.5;3.4;-0.05;-0.5;-0.5;180;nd;-0.5
06259;Mayo;Glencastle GC3Transition;76420;327850;IE_WE_G_0057_2200_0028;23/02/11;6.7;10.10;4.00;63;94;-0.026;-0.007;0.62;-0.015;7.6;16;62;-0.2;18;37.5;38.2;22.90;36.5;212;218;17;7;-1;2;4;12;-0.5;-0.1;-0.5;33;-0.5;0.2;-0.05;0.5;-0.5;182;nd;-0.5
06260;Mayo;Glencastle GC3Deep;76420;327850;IE_WE_G_0057_2200_0029;23/02/11;7.2;10.30;0.00;42;168;0.042;-0.007;-0.36;-0.015;6.1;13;58;-0.2;21;48.0;4.4;40.50;70.8;-10;1900;36;-5;-1;-1;-1;2;-0.5;-0.1;-0.5;58;-0.5;8.5;-0.05;-0.5;-0.5;191;nd;-0.5
06261;Mayo;Glencastle GC3Subsoil;76420;327850;IE_WE_G_0057_2200_0030;23/02/11;6.6;8.90;0.00;-60;137;0.200;-0.007;-0.36;-0.015;10.3;13;25;-0.2;10;23.5;13.1;19.10;69.9;7440;1100;12;18;-1;-1;-1;1;0.8;-0.1;-0.5;72;-0.5;0.3;-0.05;1.3;-0.5;304;nd;-0.5
06262;Mayo;Glencastle GC2Subsoil;76230;327570;IE_WE_G_0057_2200_0031;23/02/11;6.0;8.70;0.00;67;18;0.217;-0.007;-0.36;0.352;3.9;17;57;0.2;13;37.9;3.3;8.53;12.9;10900;443;13;7;-1;17;2;7;0.5;-0.1;0.9;33;-0.5;0.8;-0.05;1.8;1.9;382;nd;-0.5
06263;Mayo;Glencastle SW1;76403;327888;IE_WE_G_0057_2200_0032;23/02/11;7.3;8.80;13.00;53;-7;-0.026;-0.007;-0.36;-0.015;13.9;2;25;-0.2;3;16.2;1.0;2.50;3.4;389;39;12;75;-1;-1;-1;5;-0.5;-0.1;-0.5;4;-0.5;-0.1;-0.05;-0.5;-0.5;15;nd;-0.5
06264;Clare;Whitegate;172851;188124;03_005;24/02/11;6.7;10.70;3.00;143;98;-0.026;-0.007;3.72;-0.015;-1.5;11;20;-0.2;5;12.5;1.8;7.58;67.7;-10;2;-10;-5;-1;-1;13;55;-0.5;0.4;-0.5;75;1.8;0.7;-0.05;-0.5;-0.5;103;nd;-0.5
06265;Limerick;Cappamore BH;178881;153254;13_005;24/02/11;7.5;11.80;14.00;146;149;-0.026;-0.007;5.09;-0.015;-1.5;10;17;-0.2;8;12.4;4.9;27.00;75.2;-10;2;25;-5;-1;-1;2;30;-0.5;-0.1;-0.5;506;-0.5;2.7;-0.05;-0.5;-0.5;379;nd;-0.5
06266;Meath;Enfield Bore;278141;241368;IE_EA_G_0002_2300_0004;24/02/11;7.4;11.20;2.00;-6;17;0.229;-0.007;-0.36;0.025;-1.5;10;14;0.3;24;15.0;1.3;10.80;117.0;904;349;38;-5;-1;5;2;9;2.1;-0.1;-0.5;98;-0.5;0.3;-0.05;0.5;2.6;2370;nd;-0.5
